Paper_paperId,Paper_year,Paper_originalTitle,Author_normalizedName,Journal_normalizedName,Author_authorId,isQueryPaper
2998006896,2016,Global research trends of geographical information system from 1961 to 2010,"[hongsong, pengyuling, wanghuanhuan, liufenglian, linaiwen]",[scientometrics],"[2997331869, 2998089437, 2998327744, 2998343030, 2998396143]",true
2089741433,1992,A profile of Canadian coal and petroleum research communities,"[robert dalpe, f anderson]",[scientometrics],"[2241274847, 2674679326]",true
2769112681,2018,Home institution bias in the New England Journal of Medicine? A noninferiority study on citation rates.,"[alberto falk delgado, anna falk delgado]",[scientometrics],"[2595925535, 2608597734]",true
1575668984,2003,Difficulties and challenges of Chinese scientific journals: Statistical analysis of Chinese literatures using Chinese Science Bulletin as example,[tianwei he],[scientometrics],[2157119105],true
2605124925,2017,The coverage of Microsoft Academic: analyzing the publication output of a university,"[sven e hug, sven e hug, martin p brandle]",[scientometrics],"[2140578833, 2140578833, 2307051287]",true
1790973071,2001,Scholarly communication as a socioecological system,[pamela effrein sandstrom],[scientometrics],[2124680474],true
2750743421,2017,Research collaboration in groups and networks: differences across academic fields.,"[ingvild reymert, svein kyvik]",[scientometrics],"[2203376320, 2797634265]",true
1965133149,1986,COMMUNICATION ACTIVITIES IN SCIENTIFIC DISCIPLINES IN BELGIUM,"[a frijdal, j de greve]",[scientometrics],"[2010366510, 2108645131]",true
2076020442,2012,Effects of war on scientific production: mathematics in Croatia from 1968 to 2008,[jasna dravec braun],[scientometrics],[2492577460],true
2163437137,2009,Mapping review networks: Exploring research community roles and contributions,"[peter van den besselaar, alesia a zuccala]",[scientometrics],"[3018122851, 2618526694]",true
3014597112,2019,Contribution of Indian authors in Scientometrics – An international journal during 1990-2017,"[nitai raychoudhury, dhiman mondal]",[collnet journal of scientometrics and information management],"[286357612, 2584614760]",true
2036333123,1979,Cooperative research in petroleum chemistry,"[j j lafittehoussat, y m rabkin]",[scientometrics],"[2324925550, 2664087641]",true
3111680938,2020,Institutional barriers to participation in EU framework programs: contrasting the Swiss and UK cases,"[benedetto lepori, marco cavallaro]",[scientometrics],"[1205939423, 3111415103]",true
1874287280,2000,Validation of bibliometric indicators in the field of microbiology: A Norwegian case study,"[per ottar seglen, dag w aksnes, terje bruen olsen]",[scientometrics],"[1226450405, 2011045450, 2679768101]",true
2072685832,1990,Neglected considerations in the analysis of agreement among journal referees,"[jerald r herting, lowell l hargens]",[scientometrics],"[575697442, 2789590368]",true
2121578705,2012,Using complex networks concepts to assess approaches for citations in scientific papers,"[luciano da fontoura costa, diego r amancio, osvaldo n oliveira, maria das gracas volpe nunes]",[scientometrics],"[2120857029, 2131592632, 2139799211, 2168820406]",true
1806049801,2002,A distributional approach to multinationality measures of international scientific collaboration,"[wolfgang glanzel, cornelius de lange]",[scientometrics],"[1981784093, 2145538666]",true
1993717658,2014,Growth of the number of indexed journals of Latin America and the Caribbean: the effect on the impact of each country,[francisco collazoreyes],[scientometrics],[888339244],true
3014187963,2020,Preliminary analysis of COVID-19 academic information patterns: a call for open science in the times of closed borders.,"[ivan kodvanj, davor virag, jan homolak]",[scientometrics],"[3012937108, 3014342037, 2768182813]",true
1991740492,1987,Allocation of research funds in competitive environment. A computerized negotiation system,"[r kulikowski, andrzej jakubowski, dariusz wagner]",[scientometrics],"[2096193753, 2308538998, 2577131946]",true
2174759467,2012,Access to universities' public knowledge: who's more nationalist?,[joaquin m azagracaro],[scientometrics],[2124911405],true
2606064050,2017,"Analyzing concept complexity, knowledge ageing and diffusion pattern of Mooc","[shesen guo, ganzhou zhang]",[scientometrics],"[2161430130, 2162739549]",true
2594655912,2017,Publish or perish: how Central and Eastern European economists have dealt with the ever-increasing academic publishing requirements 2000---2015,"[martin granăźay, ăźrika źumilo, jolita vveinhardt]",[scientometrics],"[2765563639, 2766383955, 2777213604]",true
1184837342,2015,Bibliometric study of the relationship between business model and air transport,"[nissia carvalho rosa bergiante, marcio peixoto de sequeira santos, respicio a espirito santo]",[scientometrics],"[2041024798, 2128378394, 2161808311]",true
2081785367,1997,Fractal and informetric aspects of hypertext systems,[leo egghe],[scientometrics],[211504479],true
2567266848,2017,"Change in the publishing regime in Latin America: from a local to universal journal, Archivos de investigación Médica/Archives of Medical Research (1970---2014)","[francisco collazoreyes, maria elena lunamorales, evelia lunamorales]",[scientometrics],"[888339244, 2567946997, 2569743660]",true
2118007443,1981,The distribution of citations from nation to nation on a field by field basis — A computer calculation of the parameters,"[clare e burke, derek j de solla price]",[scientometrics],"[2397226091, 2537508914]",true
2921410892,2019,"Publications from university-affiliated anaesthesiology departments: a look at Belgium, France and the Netherlands from 2001 to 2015","[p hamm, marc van de velde, peter paal, evelien cools, j ausserer]",[scientometrics],"[2337351881, 2915238707, 2954056656, 2521983512, 2718062965]",true
1996198275,1997,Time dependencies of bradford distributions : Structures of journal output in 20th-century logic and 19th-century mathematics,[roland wagnerdobler],[scientometrics],[719174816],true
3018028492,2020,"New wine in old bottles? Examining institutional hierarchy in laureate mobility networks, 1900–2017","[nian cai liu, fan jiang, fan jiang]",[scientometrics],"[2148650307, 2896944516, 2896944516]",true
2888836612,2018,Effects of patent policy on innovation outputs and commercialization: evidence from universities in China,"[shan peng, hong gong]",[scientometrics],"[2889493430, 2889123033]",true
2038566661,1988,A quick and easy method to estimate the random effect on citation measures,"[ronald rousseau, paul nieuwenhuysen]",[scientometrics],"[2026323400, 2034772525]",true
2767636614,2018,The market of academic attention,"[matteo migheli, giovanni battista ramello]",[scientometrics],"[266417245, 2063643284]",true
2584160070,2017,Do types of collaboration change citation? A scientometric analysis of social science publications in South Africa,[r sooryamoorthy],[scientometrics],[2463720311],true
916305875,2015,A systematic method to create search strategies for emerging technologies based on the Web of Science: illustrated for `Big Data',"[jan youtie, jannik schuehle, alan l porter, ying huang]",[scientometrics],"[660785292, 887300445, 2222081490, 2343073068]",true
2095908939,2012,Relative measure index: a metric to measure the quality of journals,"[a n zainab, ram gopal raj]",[scientometrics],"[1639152690, 2115923737]",true
3020526133,2020,How many preprints have actually been printed and why: a case study of computer science preprints on arXiv,"[xiaodong shi, yao yu, jialiang lin, zhiyang zhou, yu zhou]",[scientometrics],"[2101706242, 3018537200, 3019353562, 3017826697, 3020590371]",true
2070870127,2014,International and domestic co-publishing and their citation impact in different disciplines,"[hannamari puuska, yrjo leino, reetta muhonen]",[scientometrics],"[211285783, 1242112709, 1788653005]",true
1120602985,2015,Opportunities and challenges of interbasin water transfers: a literature review with bibliometric analysis,"[hugo a loaiciga, yanhua zhuang, sisi li, liang zhang, yun du]",[scientometrics],"[2751438618, 1999899976, 2115365015, 2650223602, 2707329460]",true
1969931332,2006,Law of cumulative advantages in the evolution of scientific fields,"[marcel jiřina, tomas cahlik]",[scientometrics],"[2030454476, 2235757264]",true
1786193818,2014,"Analyzing the citation characteristics of books: edited books, book series and publisher types in the book citation index","[evaristo jimenezcontreras, nicolas robinsongarcia, daniel torressalinas, alvaro cabezasclavijo]",[scientometrics],"[115977536, 563251871, 2070223143, 2076419635]",true
2579971484,2017,How to reduce the number of rating scale items without predictability loss,"[dominik strzalka, tamar kakiashvili, jesus monteromarin, waldemar w koczkodaj, ricardo araya, javier garciacampayo, a szymanska, krzysztof rutkowski]",[scientometrics],"[63517313, 1208432962, 2026023412, 2051004478, 2131402688, 2213437960, 2294335373, 2516083860]",true
2063915174,2013,Sectoral collaboration in biomedical research and development,[bryn lander],[scientometrics],[2083583691],true
2000045795,2002,The nth-citation distribution and obsolescence,[quentin l burrell],[scientometrics],[2798070322],true
2791063315,2018,Post retraction citations in context: a comment,"[beuy joob, viroj wiwanitkit]",[scientometrics],"[286127148, 2705477948]",true
2002805473,2012,Evaluation index system for academic papers of humanities and social sciences,"[xuemei gong, quane ren]",[scientometrics],"[2137844270, 2501256663]",true
2954073299,2019,Evaluation and comparison of influence in international Open Access journals between China and USA,"[xu wang, rongying zhao]",[scientometrics],"[2953624262, 2666415293]",true
2111104619,2011,Structuration by intellectual organization: the configuration of knowledge in relations among structural components in networks of science,[loet leydesdorff],[scientometrics],[1993486354],true
2807630748,2018,Identifying named entities in academic biographies with supervised learning,[patrick kenekayoro],[scientometrics],[110030842],true
2042054859,1988,CITATIONS AND SCIENTIFIC PROGRESS: COMPARING BIBLIOMETRIC MEASURES WITH SCIENTIST JUDGMENTS,"[daryl e chubin, xiaoyin jin, alan l porter]",[scientometrics],"[67515008, 2147787852, 2222081490]",true
2004565926,2014,"Indian Neuroscience Research, 1999-2013: A Scientometric Analysis","[sri amudha s, r sevukan]",[collnet journal of scientometrics and information management],"[2512984441, 2641125430]",true
1976917006,2011,Comments on the modified collaborative coefficient,[ronald rousseau],[scientometrics],[2026323400],true
2618221547,2017,Science dynamics: from production to evaluation—two recent books,[andras schubert],[scientometrics],[2113853817],true
2105292964,2014,Assessment of research fields in Scopus and Web of Science in the view of national research evaluation in Slovenia,"[doris deklevasmrekar, primoz juznic, tomaz bartol, miro pusnik, gordana budimir]",[scientometrics],"[95593991, 1998202880, 2150811821, 2186021136, 2518738213]",true
2144843623,2011,The functional anatomy of science mapping,[sandor soos],[scientometrics],[2125457402],true
2073220382,2015,Conflicts of interest statements on biomedical papers,"[richard sullivan, grant lewison]",[scientometrics],"[2251265509, 2617712315]",true
2051430220,2014,Time series citation data: the Nobel Prize in economics,"[avner offer, gabriel soderberg, samuel bjork]",[scientometrics],"[1719419438, 2011824001, 2101515060]",true
3085295844,2020,"Publish or perish: rejection, scientometrics and academic success",[adrian furnham],[scientometrics],[2041773192],true
2097028371,2007,Using Essential Patent Index and Essential Technological Strength to evaluate industrial technological innovation competitiveness,"[muhsuan huang, wenyau cathy lin, darzen chen]",[scientometrics],"[2101300563, 2103723460, 2123944942]",true
3101179742,2020,Nine Million Book Items and Eleven Million Citations: A Study of Book-Based Scholarly Communication Using OpenCitations,"[silvio peroni, erjia yan, chao che, yongjun zhu]",[scientometrics],"[1860422553, 2113438569, 2126625345, 2147561988]",true
2030179417,2014,"Measuring the knowledge-based economy of China in terms of synergy among technological, organizational, and geographic attributes of firms","[loet leydesdorff, ping zhou]",[scientometrics],"[1993486354, 2304547801]",true
2963832574,2019,Structure and evolution of Indian physics co-authorship networks,"[shivakumar jolad, chakresh kumar singh]",[scientometrics],"[2703193846, 2783350374]",true
2006226786,1999,Universities—Engines of Innovation in the Information Society,[m oborne],[scientometrics],[2722652137],true
2136229154,2011,Efficiency of European public higher education institutions: a two-stage multicountry approach,"[joanna wolszczakderlacz, aleksandra parteka]",[scientometrics],"[162092383, 168257426]",true
3110467904,2020,Do current radical innovation measures actually measure radical drug innovation,"[arjen van witteloostuijn, arjen van witteloostuijn, bart cambre, ingo stiller, ingo stiller]",[scientometrics],"[2193748739, 2193748739, 2650942263, 3108037721, 3108037721]",true
2046437697,2007,“The Triple-Helix collaboration: Why do researchers collaborate with industry and the government? What are the factors that influence the perceived barriers?”,"[omar belkhodja, rejean landry]",[scientometrics],"[1969234141, 2116683523]",true
2078104673,1985,A measure of standing of journals in stratified networks,[patrick doreian],[scientometrics],[676492635],true
2064308119,1994,"Little scientometrics, big scientometrics ... and beyond",[arthur j meadows],[scientometrics],[2692690429],true
2032161451,1985,Obsolescence or immediacy? Evidence supporting Price's hypothesis,[j marton],[scientometrics],[2176374867],true
2593392648,2017,A dynamic co-word network-related approach on the evolution of China's urbanization research,"[yidan chen, qianru zhang, jiashu liu, lihe chai, yue li]",[scientometrics],"[2591867960, 2593419465, 2594596046, 2684421377, 2697118527]",true
2080369187,1987,Scientists are not acrobats,[vassily v nalimov],[scientometrics],[2791222608],true
2059294019,2013,Limited validity of equations to predict the future h index,[miguel a garciaperez],[scientometrics],[2019930001],true
2071808227,2010,Weak evidence for determinants of citation frequency in ecological articles,"[joao carlos nabout, andre andrian padial, jose alexandre felizola dinizfilho, tadeu siqueira, tadeu siqueira, luis mauricio bini]",[scientometrics],"[198472600, 2010686528, 2046904667, 2153554142, 2153554142, 2260193162]",true
2312175383,2016,Scientific collaboration framework of BRICS countries: an analysis of international coauthorship,"[ugo finardi, andrea buratti]",[scientometrics],"[1489249565, 2499793554]",true
2774864989,2018,Measuring the stability of scientific collaboration,"[dakota murray, ying ding, ying ding, yong huang, yiming zhao, yi bu]",[scientometrics],"[2760908038, 2161065209, 2161065209, 2801485406, 2972884803, 2715342871]",true
2954896663,2019,Contribution of Indian women scholars to Indian output in bibliometrics/scientometrics and the pattern of co-authorship and collaboration,"[k c garg, s kumar]",[collnet journal of scientometrics and information management],"[2656885024, 2695406092]",true
2551228931,2017,"Bibliometric analysis of scientific publications in endocrinology and metabolism from China, Japan, and South Korea","[qiuju lyu, jin zhang, qianghong pu]",[scientometrics],"[2561523317, 2562214826, 2664755814]",true
1883910691,2000,Contribution of Turkish Researchers to the World’s Biomedical Literature (1988-1997),[yasar tonta],[scientometrics],[1487176352],true
2124441655,2013,Analysis on Technical Competitiveness among Major Applicants in Secondary Battery Fields,"[daehyun jeong, hyejeong jang, youngil kwon]",[collnet journal of scientometrics and information management],"[2136937247, 2153818788, 2155308408]",true
2955151262,2019,On the bibliometric nature of a foreseeable relationship: open access and education,"[remedios aguilarmoya, j c valderramazurian, juan gorraiz]",[scientometrics],"[246034666, 2802059086, 2168912731]",true
2115815610,2012,Using social media data to explore communication processes within South Korean online innovation communities,"[han woo park, jiyoung park, sujin choi]",[scientometrics],"[2096153312, 2096938486, 2307264304]",true
2009744069,1989,"Book Reviews: A. I. YABLONSKY Moscow, Nauka, 1986, pp. 352.","[j schreider, v kostyuk]",[scientometrics],"[2637010995, 2690514672]",true
2019518333,1999,LOTKA'S LAW RECONSIDERED: THE EVOLUTION OF PUBLICATION AND CITATION DISTRIBUTIONS IN SCIENTIFIC FIELDS,"[ludwig reiter, nicole j saam]",[scientometrics],"[2690777914, 2807652688]",true
2528466494,2016,Development of a software for metric studies of transportation engineering journals,"[ronaldo balassiano, marcio peixoto de sequeira santos, ercilia stefano]",[scientometrics],"[1983802147, 2128378394, 3005813140]",true
2766289337,2017,Scientometric study of Indian cancer research based on Scopus database,"[satish s munnolli, shamprasad m pujar]",[collnet journal of scientometrics and information management],"[2074717062, 2629696788]",true
2563442437,1996,"Proceedings of the workshop on Bibliometric Standards (June 11, 1995, Rosary College, River Forest)","[urs schoepflin, wolfgang glanzel, henk f moed, sylvan katz]",[scientometrics],"[68849145, 1981784093, 1993052453, 2690687556]",true
2089920701,1997,The European perspective on S&T indicators,[remi barre],[scientometrics],[2619172530],true
1992183900,2013,Research output analysis of municipal solid waste: a case study of China,"[lie yang, jia wang, zhulei chen, rui wan, ting liu, wengang xie]",[scientometrics],"[2116277096, 2312916267, 2430180530, 2574607765, 2632488495, 2680617180]",true
1985713146,2012,The phenomenon of all-elements-sleeping-beauties in scientific literature,"[fred y ye, jiang li]",[scientometrics],"[2118788044, 2536093710]",true
1812103719,2000,"A Bibliometric Study of Semiconductor Literature, 1978–1997","[shiowjen jou, mingyueh tsay, sheaushin ma]",[scientometrics],"[2132894534, 2146354677, 2172186457]",true
2120477918,2012,The blockbuster hypothesis: influencing the boundaries of knowledge,"[ram mudambi, keith d brouthers, david m reeb]",[scientometrics],"[263986203, 2031384260, 2063543027]",true
2089183624,2014,Erratum to: Trend and impact of international collaboration in clinical medicine papers published in Malaysia,"[k h ng, wah yun low, ai peng koh, janaki sinnasamy, m a kabir]",[scientometrics],"[2096384138, 2118929017, 2128769875, 2480303130, 2722796450]",true
2065970510,2010,An iCE map approach to evaluate performance and efficiency of scientific production of countries,[gangan prathap],[scientometrics],[2049201770],true
1922130939,2015,A bibliometric analysis of waste management research during the period 1997---2014,"[haibin chen, xin man, mingyi tang, wei jiang, yan yang]",[scientometrics],"[2428712696, 2430291091, 2555842074, 2571004196, 2633215332]",true
3105019955,2018,Do citations and readership identify seminal publications,"[drahomira herrmannova, drahomira herrmannova, robert m patton, petr knoth, christopher g stahl]",[scientometrics],"[1964662896, 1964662896, 2070538502, 2146652743, 2305753503]",true
2001484495,1987,"Comments on Michael J. Moravcsik, recipient of the third Derek de Solla Price award",[j davidson frame],[scientometrics],[1898850111],true
2945795234,1990,The dreams of reason. The computer and the rise of the science of complexity,[w s lyon],[scientometrics],[2945375779],true
1775369958,2000,Some Features of Colombian Research Population (1983–1994),"[juan carlos anduckia, yuri jack gomez, julian gomez]",[scientometrics],"[1954131943, 2113136667, 2501452925]",true
2094415970,2015,The scientific production of Ibero-American authors on information literacy (1985---2013),"[antonio pulgarin, maria pinto, m isabel escalona, alejandro uribetirado]",[scientometrics],"[2105648177, 2127260131, 2280660942, 2711608781]",true
2963154978,2018,Testing the science/technology relationship by analysis of patent citations of scientific papers after decomposition of both science and technology,"[fang han, fang han, christopher l magee]",[scientometrics],"[2610379902, 2610379902, 2696110699]",true
2016906012,2005,Cuban scientific articles in ISI Citation Indexes and CubaCiencias databases (1988-2003),"[guido van hooydonk, juan a araujo ruiz, ricardo arencibia jorge, raul gonzalo torricella morales]",[scientometrics],"[191138949, 2102117352, 2191552155, 2195640705]",true
2122218263,2005,Fatal attraction: Conceptual and methodological problems in the ranking of universities by bibliometric methods,[anthony f j van raan],[scientometrics],[311907419],true
2080549074,1990,Anatomy of JETRO's overseas technology monitoring: Bibliometrical and content analysis,"[zhang zuozhi, miao qihao]",[scientometrics],"[287656420, 1794462989]",true
2129508971,2010,Cardiovascular research in Spain. A comparative scientometric study,"[bart thijs, wolfgang glanzel, maxima bolanospizarro]",[scientometrics],"[1936688732, 1981784093, 2306129040]",true
2613046455,2007,Role and Contribution of Various Performing Sectors in Indian Physics Output during 1993–01,"[b m gupta, s m dhawan]",[collnet journal of scientometrics and information management],"[2632147011, 2676288897]",true
2094555175,1982,Determinants of expert judgement of research performance,[michael e d koenig],[scientometrics],[2135733090],true
2015131571,2013,"Any publicity is better than none: newspaper coverage increases citations, in the UK more than in Italy",[daniele fanelli],[scientometrics],[2309870004],true
1992714374,2008,Katherine McCain: Recipient of the 2007 Derek de Solla Price Award of the journal Scientometrics,[howard d white],[scientometrics],[2160046291],true
1675042025,2015,Visualizing the structure and the evolving of digital medicine: a scientometrics review,[yuqing fang],[scientometrics],[2320171862],true
1982657965,2007,Direct interactions medical school faculty members have with professionals and managers working in public and private sector organizations: A cross-sectional study,"[mathieu ouimet, rejean landry, nabil amara, john n lavis]",[scientometrics],"[2115173099, 2116683523, 2162011402, 2918673285]",true
2412879745,2016,Bibliometric analysis of Egyptian publications on Hepatitis C virus from PubMed using data mining of an in-house developed database (HCVDBegy),"[amro hanora, ahmed sharaf eldin, hanaa m alam eldin]",[scientometrics],"[2020699835, 2164843336, 2941663989]",true
2055458526,2007,"Africa's contribution to the worldwide research literature: New analytical perspectives, trends, and performance indicators",[robert j w tijssen],[scientometrics],[2141042493],true
1973198378,2004,Towards a model for diachronous and synchronous citation analyses,[wolfgang glanzel],[scientometrics],[1981784093],true
1783928164,2003,Developing English-language academic journals of China,"[fenglian zhang, li li]",[scientometrics],"[2512588523, 2690291178]",true
2755338425,2017,Identifying economics’ place amongst academic disciplines: a science or a social science?,[john hudson],[scientometrics],[2161644702],true
2066123756,1989,Mainstream and non mainstream scientific literature in four peripheral Asian scientific communities,"[charles h davis, th o eisemon]",[scientometrics],"[2144230965, 2691876684]",true
2964408953,2019,What can Bookmetrix tell us about the impact of Springer Nature’s books,"[mohammadamin erfanmanesh, a noorhidawati, a abrizah]",[scientometrics],"[1776872809, 2078789545, 2196743485]",true
2170399770,2012,Knowledge-based innovation and collaboration: a triple-helix approach in Saudi Arabia,"[jung cheol shin, soo jeung lee, yangson kim]",[scientometrics],"[2108381064, 2145786349, 2508541421]",true
2025379849,1994,"Little scientometrics, big scientometrics ... and beyond",[william e mcgrath],[scientometrics],[2158454971],true
2294298973,2016,Tracing the indirect societal impacts of biomedical research: development and piloting of a technique based on citations,"[steve hanney, teresa h jones]",[scientometrics],"[2087436658, 2160024736]",true
2010165605,2015,The research activity of the current faculty of the Greek chemical engineering departments: a bibliometric study in national and international context,[nikolaos a kazakis],[scientometrics],[2574382687],true
2025877105,2015,An overview of academic publishing and collaboration between China and Germany,"[lutz bornmann, ping zhou]",[scientometrics],"[98572569, 2304547801]",true
3025594841,2020,Does the institutional diversity of editorial boards increase journal quality? The case economics field,"[dengsheng wu, jing li, jianping li, xiaoli lu]",[scientometrics],"[2112948368, 2666031605, 2679166308, 2804214120]",true
1988917355,2010,The fruits of collaboration in a multidisciplinary field,"[christoph bartneck, jun hu]",[scientometrics],"[2036520852, 2611503683]",true
2077986510,2013,Opinion paper: thoughts and facts on bibliometric indicators,"[wolfgang glanzel, henk f moed]",[scientometrics],"[1981784093, 1993052453]",true
2045373478,1979,Research on research and some problems of research bureaucracy,[a szalai],[scientometrics],[2685519778],true
2069956632,2011,Behind citing-side normalization of citations: some properties of the journal impact factor,[michel zitt],[scientometrics],[2083499376],true
1988422346,2010,How much the shared ocean or lake basins connect the researchers in neighbouring countries,[ivica vilibic],[scientometrics],[2627379052],true
2091416252,2010,"Evidence base, quantitation and collaboration: three novel indices for bibliometric content analysis","[tim olds, louise wiles, marie t williams]",[scientometrics],"[2059302180, 2087625693, 2138068494]",true
2135216431,2014,Motivating and inhibiting factors of scientific collaboration of faculty members in Shahid Chamran University and Jundishapur Medical Sciences University in Ahvaz-Iran,"[farideh osareh, elham ahmadi, aref riahi]",[collnet journal of scientometrics and information management],"[987756472, 2144269454, 2513082748]",true
1981054026,1996,A multidimensional analysis of scientific dynamics. Part I. Case studies of mathematical logic in the 20th century,"[roland wagnerdobler, jan berg]",[scientometrics],"[719174816, 2272730437]",true
2277805675,2016,Factors affecting number of citations: a comprehensive review of the literature,"[iman tahamtan, askar safipour afshar, khadijeh ahamdzadeh]",[scientometrics],"[74609925, 2265728737, 2520413565]",true
2470152337,2016,Constructing a synthetic indicator of research activity,"[teodoro luquemartinez, salvador del barriogarcia]",[scientometrics],"[52015069, 4368900]",true
2178471959,2016,"Google Scholar, Scopus and the Web of Science: a longitudinal and cross-disciplinary comparison","[annewil harzing, satu alakangas]",[scientometrics],"[1586891461, 2416551656]",true
2142947107,2011,Forecasting trends of development of psychology from a bibliometric perspective,"[alexander von eye, gabriel schui, gunter krampen]",[scientometrics],"[186465930, 173454445, 693122080]",true
1988779515,1992,INTERNATIONAL SCIENTIFIC COLLABORATION IN ARAB COUNTRIES,"[jeanfrancois miquel, jeanchristophe dore, j el alami]",[scientometrics],"[2105398078, 2132310471, 2681459757]",true
2052811662,1999,Universities—Engines of Innovation in the Information Society,[p skalicky],[scientometrics],[2574279128],true
2104784455,2003,A scientometric study of the research performance of the Institute of Molecular and Cell Biology in Singapore,[chu keong lee],[scientometrics],[2652863209],true
